episode,timestep,reward
9477,2230000,243.4265
9484,2232000,280.3113
9492,2234000,238.4928
9495,2236000,236.7409
9504,2238000,258.8717
9511,2240000,265.6721
9520,2242000,242.6099
9524,2244000,170.8691
9532,2246000,234.3638
9538,2248000,229.8104
9546,2250000,253.4541
9557,2252000,201.5699
9561,2254000,252.0885
9566,2256000,276.8007
9572,2258000,232.4536
9582,2260000,221.5422
9589,2262000,207.6799
9599,2264000,266.5489
9609,2266000,227.0687
9616,2268000,276.1692
9621,2270000,250.0149
9632,2272000,251.1092
9641,2274000,284.9635
9649,2276000,157.6251
9655,2278000,234.8929
9661,2280000,257.5538
9668,2282000,268.8259
9675,2284000,250.1258
9683,2286000,238.371
9695,2288000,224.0805
9702,2290000,217.9373
9713,2292000,239.4986
9722,2294000,283.3686
9730,2296000,198.8167
9734,2298000,235.807
9738,2300000,259.9098
9746,2302000,227.1673
9753,2304000,279.9566
9759,2306000,198.6524
9770,2308000,245.767
9778,2310000,111.6186
9790,2312000,218.8128
9799,2314000,214.1427
9811,2316000,200.9274
9817,2318000,270.9908
9825,2320000,207.5902
9835,2322000,202.0323
9840,2324000,146.8071
9844,2326000,210.9311
9854,2328000,224.9055
9858,2330000,263.3584
9868,2332000,237.4678
9876,2334000,214.321
9881,2336000,161.9015
9886,2338000,197.4101
9898,2340000,217.7143
9904,2342000,251.3213
9914,2344000,247.2806
9919,2346000,201.9018
9928,2348000,209.0011
9940,2350000,213.1988
9947,2352000,275.5103
9949,2354000,168.3587
9953,2356000,257.4524
9958,2358000,168.9519
9966,2360000,249.7518
9974,2362000,153.9422
9983,2364000,194.8828
9995,2366000,196.0426
10006,2368000,236.7233
10017,2370000,211.0466
10024,2372000,181.2955
10031,2374000,190.553
10039,2376000,176.4866
10048,2378000,180.3087
10056,2380000,171.343
10067,2382000,252.1102
10079,2384000,212.2794
10091,2386000,240.4933
10098,2388000,187.5224
10108,2390000,272.9057
10119,2392000,213.0006
10125,2394000,246.5764
10136,2396000,257.8593
10141,2398000,208.1282
10147,2400000,260.8834
10152,2402000,239.3551
10159,2404000,260.0274
10171,2406000,271.282
10176,2408000,258.129
10187,2410000,232.4355
10192,2412000,260.8111
10199,2414000,256.3651
10206,2416000,279.9805
10216,2418000,268.9771
10227,2420000,272.386
10233,2422000,174.852
10243,2424000,275.5202
10250,2426000,273.3943
10254,2428000,231.5391
10264,2430000,254.0883
10270,2432000,251.401
10274,2434000,143.6569
10280,2436000,273.4336
10287,2438000,192.416
10296,2440000,201.3429
